time,status,count
01:50,approved,3
01:52,approved,4
01:53,approved,1
01:54,denied,1
01:55,approved,1
01:56,approved,2
01:56,denied,1
01:57,approved,4
01:58,approved,1
02:00,approved,3
02:01,approved,2
02:02,approved,1
02:03,approved,4
02:04,approved,3
02:05,approved,3
02:05,denied,1
02:06,approved,2
02:07,denied,1
02:07,approved,2
02:08,approved,1
02:09,approved,2
02:10,approved,1
02:11,approved,2
02:11,reversed,1
02:12,approved,1
02:14,denied,1
02:15,approved,4
02:15,denied,1
02:17,approved,3
02:18,approved,1
02:19,approved,1
02:20,approved,2
02:21,approved,1
02:22,approved,2
02:23,approved,3
02:24,approved,1
02:25,approved,2
02:26,approved,1
02:27,approved,3
02:28,approved,1
02:29,approved,1
02:30,approved,2
02:31,approved,1
02:32,approved,3
02:33,approved,5
02:35,approved,1
02:36,approved,1
02:37,denied,1
02:37,approved,2
02:38,denied,1
02:39,approved,1
02:40,approved,3
02:41,approved,2
02:42,approved,1
02:43,approved,1
02:44,approved,2
02:45,approved,1
02:46,approved,1
02:47,approved,1
02:48,approved,1
02:49,approved,4
02:50,approved,1
02:51,approved,2
02:52,approved,2
02:53,approved,1
02:54,denied,1
02:56,approved,1
02:58,denied,1
02:58,approved,2
03:01,denied,1
03:02,approved,1
03:03,approved,3
03:03,denied,2
03:06,approved,1
03:07,approved,1
03:07,denied,1
03:08,approved,1
03:09,denied,2
03:10,denied,1
03:14,approved,1
03:15,approved,1
03:17,denied,1
03:17,approved,1
03:18,denied,1
03:20,approved,2
03:24,denied,2
03:26,denied,1
03:28,approved,1
03:29,approved,1
03:30,approved,1
03:33,denied,1
03:33,approved,2
03:34,denied,1
03:34,approved,2
03:34,reversed,1
03:35,approved,6
03:36,approved,1
03:37,backend_reversed,1
03:37,approved,1
03:38,backend_reversed,1
03:38,approved,2
03:39,approved,2
03:39,denied,1
03:40,approved,2
03:40,denied,1
03:41,denied,1
03:42,approved,2
03:42,denied,2
03:43,denied,3
03:43,approved,1
03:44,reversed,1
03:44,approved,2
03:45,approved,1
03:46,denied,3
03:47,backend_reversed,1
03:47,approved,2
03:48,approved,2
03:49,approved,2
03:50,denied,2
03:50,reversed,1
03:50,approved,3
03:51,approved,2
03:52,denied,1
03:52,approved,1
03:53,denied,1
03:53,approved,1
03:54,approved,1
03:55,approved,2
03:57,approved,1
03:58,approved,2
04:03,approved,1
04:03,denied,1
04:06,approved,2
04:11,approved,2
04:12,approved,1
04:13,denied,1
04:13,approved,1
04:14,approved,1
04:15,approved,2
04:18,approved,2
04:19,approved,2
04:20,approved,2
04:22,approved,1
04:23,approved,1
04:28,approved,2
04:28,denied,1
04:29,approved,1
04:31,approved,1
04:33,approved,1
04:41,approved,3
04:42,approved,2
04:43,approved,1
04:44,approved,1
04:46,approved,1
04:47,approved,2
04:48,approved,1
04:49,approved,1
04:52,approved,1
04:55,approved,1
04:56,approved,1
04:58,approved,2
05:00,approved,1
05:01,approved,3
05:02,approved,2
05:04,approved,1
05:05,approved,1
05:06,denied,1
05:06,approved,2
05:07,denied,1
05:07,approved,1
05:08,approved,1
05:09,approved,1
05:10,denied,1
05:12,approved,1
05:12,denied,1
05:13,approved,2
05:13,denied,1
05:14,approved,1
05:15,denied,1
05:15,approved,2
05:16,approved,2
05:17,approved,3
05:18,approved,2
05:19,approved,1
05:21,approved,4
05:22,approved,5
05:23,approved,2
05:25,approved,3
05:25,denied,1
05:26,approved,3
05:27,denied,2
05:27,approved,2
05:28,denied,1
05:28,approved,4
05:30,approved,5
05:31,approved,3
05:32,approved,3
05:32,denied,2
05:33,approved,5
05:34,denied,3
05:34,approved,4
05:35,denied,1
05:35,approved,5
05:36,approved,5
05:36,refunded,1
05:36,denied,2
05:37,denied,2
05:37,approved,12
05:38,denied,3
05:38,approved,7
05:39,approved,2
05:40,approved,9
05:40,denied,1
05:41,approved,4
05:42,denied,1
05:42,approved,7
05:43,approved,7
05:44,approved,7
05:44,reversed,1
05:44,denied,1
05:45,approved,4
05:45,denied,2
05:46,approved,7
05:46,denied,1
05:47,denied,3
05:47,approved,6
05:48,denied,2
05:48,approved,5
05:49,backend_reversed,1
05:49,approved,10
05:49,denied,2
05:49,reversed,1
05:50,approved,9
05:51,approved,6
05:51,reversed,1
05:52,approved,9
05:52,denied,2
05:53,denied,2
05:53,approved,8
05:53,reversed,1
05:54,approved,11
05:55,approved,9
05:55,backend_reversed,1
05:55,denied,1
05:55,reversed,1
05:56,approved,5
05:57,denied,1
05:57,approved,12
05:57,reversed,1
05:58,denied,3
05:58,approved,10
05:59,approved,10
05:59,denied,1
06:00,approved,12
06:01,denied,2
06:01,backend_reversed,1
06:01,approved,7
06:02,approved,12
06:02,denied,3
06:03,denied,2
06:03,refunded,1
06:03,approved,11
06:03,reversed,1
06:04,denied,3
06:04,approved,20
06:05,approved,18
06:05,denied,2
06:06,approved,19
06:06,denied,6
06:07,approved,17
06:07,denied,3
06:08,approved,18
06:08,denied,3
06:09,approved,19
06:10,approved,15
06:10,denied,4
06:11,approved,12
06:12,approved,22
06:12,denied,1
06:13,approved,19
06:14,approved,23
06:14,denied,1
06:15,approved,14
06:15,denied,2
06:16,denied,2
06:16,approved,18
06:17,approved,23
06:18,approved,23
06:19,approved,22
06:20,denied,3
06:20,approved,29
06:20,reversed,1
06:21,approved,25
06:21,denied,3
06:22,approved,33
06:22,denied,2
06:23,approved,17
06:23,denied,4
06:24,approved,33
06:24,denied,2
06:25,denied,1
06:25,approved,28
06:26,denied,2
06:26,approved,32
06:27,approved,19
06:27,refunded,1
06:27,reversed,1
06:27,denied,4
06:28,approved,25
06:28,denied,3
06:29,approved,37
06:29,denied,1
06:30,denied,3
06:30,approved,29
06:31,approved,23
06:31,denied,5
06:32,approved,42
06:32,denied,4
06:33,denied,6
06:33,approved,28
06:34,approved,38
06:34,denied,5
06:35,denied,5
06:35,approved,44
06:36,denied,5
06:36,approved,34
06:36,reversed,1
06:37,denied,5
06:37,approved,34
06:38,denied,5
06:38,approved,43
06:39,approved,33
06:39,denied,3
06:40,denied,1
06:40,approved,32
06:41,approved,37
06:41,denied,3
06:42,backend_reversed,1
06:42,approved,45
06:42,reversed,1
06:42,denied,2
06:43,approved,36
06:43,denied,8
06:44,denied,3
06:44,approved,43
06:45,approved,34
06:45,denied,1
06:46,approved,34
06:46,reversed,1
06:46,denied,3
06:47,approved,34
06:47,denied,5
06:47,backend_reversed,1
06:48,approved,47
06:48,denied,5
06:48,reversed,1
06:49,denied,4
06:49,approved,54
06:50,approved,49
06:50,denied,4
06:51,approved,55
06:51,denied,1
06:51,reversed,1
06:52,approved,57
06:52,denied,4
06:53,denied,11
06:53,approved,54
06:53,refunded,1
06:54,approved,57
06:54,denied,8
06:55,approved,55
06:55,denied,7
06:56,approved,46
06:56,denied,1
06:57,approved,41
06:57,denied,6
06:58,approved,60
06:58,denied,5
06:59,denied,2
06:59,approved,42
07:00,denied,4
07:00,approved,53
07:01,approved,62
07:01,reversed,1
07:01,denied,6
07:02,approved,65
07:02,denied,11
07:03,approved,63
07:03,denied,3
07:03,refunded,1
07:04,denied,7
07:04,approved,67
07:05,approved,67
07:05,denied,7
07:06,denied,5
07:06,approved,64
07:07,approved,67
07:07,denied,7
07:07,reversed,1
07:08,approved,84
07:08,reversed,1
07:08,denied,6
07:09,refunded,2
07:09,approved,66
07:09,denied,9
07:10,denied,12
07:10,approved,71
07:11,approved,67
07:11,denied,14
07:12,approved,61
07:12,denied,6
07:12,reversed,1
07:13,approved,69
07:13,denied,11
07:14,approved,74
07:14,denied,9
07:15,approved,81
07:15,refunded,1
07:15,denied,6
07:16,approved,80
07:16,reversed,1
07:16,denied,6
07:17,approved,79
07:17,denied,5
07:18,approved,77
07:18,denied,3
07:19,denied,9
07:19,approved,79
07:20,approved,84
07:20,denied,12
07:21,denied,9
07:21,approved,70
07:21,refunded,1
07:22,denied,3
07:22,approved,76
07:23,approved,82
07:23,denied,4
07:24,denied,6
07:24,approved,70
07:25,approved,66
07:25,denied,4
07:26,approved,76
07:26,denied,13
07:27,approved,74
07:27,denied,5
07:28,denied,6
07:28,approved,83
07:29,approved,76
07:29,denied,9
07:30,reversed,1
07:30,approved,77
07:30,denied,14
07:31,refunded,1
07:31,approved,96
07:31,denied,4
07:32,denied,6
07:32,approved,92
07:33,denied,5
07:33,approved,84
07:33,refunded,2
07:34,denied,9
07:34,approved,87
07:34,reversed,1
07:35,approved,48
07:35,denied,4
07:36,denied,10
07:36,approved,111
07:37,approved,72
07:37,denied,10
07:38,denied,8
07:38,refunded,1
07:38,approved,86
07:39,denied,6
07:39,approved,89
07:40,refunded,1
07:40,approved,80
07:40,denied,18
07:40,reversed,2
07:41,reversed,1
07:41,denied,8
07:41,approved,98
07:42,denied,8
07:42,refunded,1
07:42,reversed,1
07:42,approved,99
07:43,backend_reversed,1
07:43,approved,109
07:43,denied,10
07:44,refunded,1
07:44,denied,7
07:44,approved,97
07:45,approved,116
07:45,refunded,1
07:45,denied,15
07:46,refunded,1
07:46,reversed,1
07:46,approved,108
07:46,denied,9
07:47,approved,113
07:47,denied,9
07:48,approved,85
07:48,refunded,1
07:48,reversed,1
07:48,denied,13
07:49,denied,21
07:49,approved,112
07:50,approved,120
07:50,denied,20
07:51,denied,12
07:51,refunded,1
07:51,approved,104
07:51,reversed,2
07:52,reversed,1
07:52,denied,11
07:52,approved,100
07:53,denied,15
07:53,approved,127
07:53,refunded,1
07:54,denied,15
07:54,reversed,1
07:54,approved,108
07:55,denied,8
07:55,approved,101
07:56,approved,131
07:56,denied,13
07:56,reversed,1
07:57,approved,105
07:57,denied,16
07:57,reversed,2
07:58,denied,16
07:58,approved,119
07:59,denied,19
07:59,approved,119
07:59,refunded,4
08:00,denied,15
08:00,approved,118
08:01,approved,123
08:01,denied,13
08:01,backend_reversed,1
08:02,backend_reversed,1
08:02,denied,16
08:02,approved,120
08:03,approved,144
08:03,reversed,1
08:03,denied,23
08:03,failed,1
08:04,approved,140
08:04,denied,11
08:04,reversed,2
08:04,refunded,1
08:05,denied,12
08:05,refunded,1
08:05,reversed,1
08:05,approved,141
08:06,approved,152
08:06,denied,16
08:06,reversed,1
08:07,reversed,1
08:07,approved,138
08:07,denied,10
08:08,approved,152
08:08,refunded,1
08:08,denied,14
08:09,approved,158
08:09,denied,18
08:10,approved,129
08:10,denied,22
08:10,refunded,2
08:10,reversed,1
08:11,denied,23
08:11,approved,168
08:12,denied,18
08:12,approved,146
08:12,reversed,2
08:13,denied,15
08:13,approved,152
08:14,approved,170
08:14,denied,15
08:14,refunded,1
08:15,approved,164
08:15,refunded,1
08:15,denied,14
08:15,reversed,2
08:16,denied,17
08:16,approved,173
08:17,approved,204
08:17,reversed,1
08:17,denied,19
08:17,refunded,3
08:17,backend_reversed,1
08:18,denied,22
08:18,reversed,3
08:18,approved,189
08:19,denied,12
08:19,approved,169
08:20,approved,180
08:20,denied,16
08:21,approved,168
08:21,reversed,1
08:21,denied,22
08:21,refunded,1
08:22,approved,181
08:22,reversed,1
08:22,denied,17
08:23,approved,199
08:23,refunded,1
08:23,denied,18
08:24,denied,14
08:24,approved,184
08:24,reversed,1
08:25,reversed,1
08:25,denied,21
08:25,refunded,2
08:25,approved,202
08:26,approved,185
08:26,refunded,2
08:26,denied,22
08:27,refunded,1
08:27,approved,176
08:27,denied,20
08:28,denied,21
08:28,approved,220
08:29,refunded,2
08:29,approved,219
08:29,denied,28
08:30,approved,199
08:30,denied,16
08:30,reversed,2
08:31,approved,203
08:31,denied,22
08:32,approved,186
08:32,denied,26
08:32,reversed,1
08:33,approved,214
08:33,refunded,1
08:33,denied,19
08:34,approved,195
08:34,backend_reversed,1
08:34,denied,22
08:34,refunded,1
08:35,approved,196
08:35,backend_reversed,1
08:35,denied,13
08:36,approved,206
08:36,reversed,1
08:36,refunded,2
08:36,denied,21
08:37,approved,196
08:37,denied,25
08:37,reversed,1
08:38,denied,29
08:38,refunded,1
08:38,approved,205
08:39,approved,224
08:39,denied,24
08:39,reversed,1
08:40,approved,208
08:40,denied,22
08:40,reversed,2
08:40,refunded,3
08:41,denied,16
08:41,approved,216
08:41,refunded,2
08:42,backend_reversed,1
08:42,approved,218
08:42,refunded,3
08:42,denied,26
08:43,approved,205
08:43,denied,29
08:44,denied,24
08:44,approved,217
08:44,reversed,1
08:45,reversed,2
08:45,approved,216
08:45,denied,27
08:46,denied,35
08:46,approved,213
08:46,refunded,4
08:47,denied,33
08:47,refunded,2
08:47,approved,230
08:48,approved,235
08:48,denied,35
08:49,reversed,3
08:49,refunded,1
08:49,approved,245
08:49,denied,30
08:50,approved,221
08:50,reversed,3
08:50,denied,21
08:50,refunded,1
08:51,refunded,1
08:51,approved,270
08:51,denied,27
08:51,backend_reversed,1
08:51,reversed,2
08:52,approved,239
08:52,denied,30
08:52,refunded,1
08:53,reversed,3
08:53,denied,14
08:53,approved,244
08:53,refunded,3
08:54,reversed,1
08:54,denied,27
08:54,backend_reversed,1
08:54,approved,214
08:55,denied,29
08:55,refunded,1
08:55,approved,240
08:56,approved,247
08:56,denied,31
08:57,approved,266
08:57,reversed,2
08:57,denied,25
08:58,approved,231
08:58,denied,23
08:58,refunded,1
08:59,denied,36
08:59,approved,256
08:59,reversed,1
08:59,refunded,1
09:00,denied,28
09:00,refunded,2
09:00,approved,231
09:01,refunded,1
09:01,denied,27
09:01,approved,246
09:02,denied,28
09:02,approved,249
09:02,reversed,1
09:03,denied,26
09:03,approved,288
09:03,refunded,3
09:03,reversed,1
09:04,reversed,1
09:04,approved,260
09:04,denied,34
09:04,refunded,1
09:05,approved,268
09:05,denied,30
09:05,refunded,1
09:05,processing,1
09:06,refunded,3
09:06,denied,30
09:06,backend_reversed,1
09:06,reversed,2
09:06,approved,292
09:07,backend_reversed,1
09:07,denied,29
09:07,refunded,2
09:07,approved,297
09:07,reversed,1
09:08,approved,272
09:08,denied,22
09:08,backend_reversed,1
09:08,reversed,2
09:09,approved,256
09:09,reversed,3
09:09,refunded,1
09:09,denied,31
09:10,approved,305
09:10,refunded,2
09:10,denied,22
09:10,reversed,1
09:11,approved,279
09:11,refunded,2
09:11,denied,39
09:12,refunded,1
09:12,approved,320
09:12,denied,29
09:12,reversed,3
09:13,approved,300
09:13,reversed,2
09:13,denied,33
09:14,denied,22
09:14,refunded,2
09:14,approved,298
09:15,denied,36
09:15,refunded,1
09:15,approved,269
09:16,denied,28
09:16,reversed,2
09:16,approved,314
09:17,denied,37
09:17,approved,262
09:17,reversed,1
09:18,denied,40
09:18,approved,317
09:19,refunded,1
09:19,approved,311
09:19,denied,36
09:19,reversed,3
09:20,reversed,2
09:20,approved,308
09:20,refunded,1
09:20,denied,33
09:21,approved,283
09:21,denied,32
09:21,reversed,3
09:21,refunded,3
09:22,refunded,2
09:22,reversed,2
09:22,approved,319
09:22,denied,30
09:23,reversed,1
09:23,denied,21
09:23,approved,282
09:24,denied,27
09:24,approved,292
09:25,approved,306
09:25,denied,34
09:25,reversed,2
09:26,reversed,2
09:26,refunded,1
09:26,denied,31
09:26,approved,314
09:27,approved,331
09:27,refunded,2
09:27,denied,28
09:28,approved,334
09:28,reversed,2
09:28,denied,42
09:28,refunded,4
09:29,denied,36
09:29,approved,300
09:29,reversed,2
09:30,refunded,1
09:30,reversed,4
09:30,approved,316
09:30,denied,45
09:30,backend_reversed,1
09:31,approved,299
09:31,reversed,2
09:31,refunded,3
09:31,denied,36
09:32,approved,241
09:32,denied,19
09:32,reversed,2
09:33,denied,23
09:33,approved,105
09:33,reversed,3
09:34,approved,285
09:34,reversed,13
09:34,refunded,1
09:34,denied,40
09:35,refunded,2
09:35,approved,466
09:35,denied,34
09:35,reversed,5
09:36,approved,358
09:36,denied,38
